question,option_1,option_2,option_3,option_4,source,num_voters
Қай бири тўғри?,Меҳнати синган,Меҳнати сингган,,,https://t.me/xatoliklar/1200,"[6772, 7563]"
Қай бири тўғри?,Шифобахш | Shifobaxsh,Шифобағш | Shifobag‘sh,,,https://t.me/xatoliklar/1204,"[14246, 570]"
Қай бири тўғри?,Уйдан чиқган,Уйдан чиққан,,,https://t.me/xatoliklar/1206,"[3400, 11534]"
Қай бири тўғри?,Арзигулик сабаб,Арзугулик сабаб,,,https://t.me/xatoliklar/1208,"[12510, 1688]"
Қай бири тўғри?,Изтироб | Iztirob,Истироб | Istirob,,,https://t.me/xatoliklar/1211,"[11536, 2727]"
Қай бири тўғри?,Уччала | Uchchala,Учала | Uchala,,,https://t.me/xatoliklar/1214,"[3836, 9704]"
Қай бири тўғри?,Яполоқ | Yapoloq,Япалоқ | Yapaloq,,,https://t.me/xatoliklar/1215,"[1337, 12648]"
Қай бири тўғри?,Банкамат | Bankamat,Банкомат | Bankomat,Банкомад | Bankomad,,https://t.me/xatoliklar/1219,"[1354, 12145, 1577]"
Қай бири тўғри?,Фортепиано | Fortepiano,Фортепьяно | Fortepyano,Иккаласи ҳам тўғри,,https://t.me/xatoliklar/1222,"[8983, 1900, 3383]"
Қай бири тўғри?,Бурғулаш | Burg‘ulash,Бурғилаш | Burg‘ilash,,,https://t.me/xatoliklar/1228,"[10120, 5776]"
Қай бири тўғри?,Ўтакетган | O‘taketgan,Ўтакеткан | O‘taketkan,,,https://t.me/xatoliklar/1231,"[12317, 3673]"
Қай бири тўғри?,Тўпалон | To‘palon,Тўполон | To‘polon,,,https://t.me/xatoliklar/1234,"[5898, 9403]"
Қай бири тўғри?,Юткизмоқ,Ютқизмоқ,,,https://t.me/xatoliklar/1239,"[2028, 12811]"
Қай бири тўғри?,Олийҳиммат | Oliyhimmat,Олиҳиммат | Olihimmat,,,https://t.me/xatoliklar/1243,"[12382, 2010]"
Қай бири тўғри?,Ҳуқуқ | Huquq,Хуқуқ | Xuquq,,,https://t.me/xatoliklar/1245,"[11207, 1933]"
Қай бири тўғри?,Ютқазмоқ | Yutqazmoq,Ютқизмоқ | Yutqizmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/1248,"[6406, 1485, 7016]"
Қай бири тўғри?,Қатоғон | Qatog‘on,Қатағон | Qatag‘on,,,https://t.me/xatoliklar/1250,"[3146, 12885]"
Қай бири тўғри?,Сахий | Saxiy,Саҳий | Sahiy,,,https://t.me/xatoliklar/1256,"[7443, 7139]"
Қай бири тўғри?,Қизғонмоқ | Qizg‘onmoq,Қизғанмоқ | Qizg‘anmoq,,,https://t.me/xatoliklar/1260,"[4478, 11185]"
Қай бири тўғри?,Таҳририят | Tahririyat,Таҳририат | Tahririat,,,https://t.me/xatoliklar/1265,"[13843, 1499]"
Қай бири тўғри?,Меъзон | Me’zon,Мезон | Mezon,,,https://t.me/xatoliklar/1266,"[9156, 6418]"
Қай бири тўғри?,Овора | Ovora,Оввора | Ovvora,,,https://t.me/xatoliklar/1268,"[10828, 4719]"
Қай бири тўғри?,Барчангизни табриклайман,Барчанггизни табриклайман,,,https://t.me/xatoliklar/1269,"[13691, 1413]"
Қай бири тўғри?,Минерал сув,Минирал сув,,,https://t.me/xatoliklar/1271,"[12399, 1217]"
Қай бири тўғри?,Жиззаҳ | Jizzah,Жиззах | Jizzax,,,https://t.me/xatoliklar/1274,"[1437, 12301]"
Қай бири тўғри?,Янгидай | Yangiday,Янгидек | Yangidek,Иккови ҳам тўғри,,https://t.me/xatoliklar/1277,"[902, 3272, 8760]"
Қай бири тўғри?,Хавотир | Xavotir,Ҳавотир | Havotir,,,https://t.me/xatoliklar/1280,"[7452, 6108]"
Қай бири тўғри?,Томоша | Tomosha,Тамоша | Tamosha,,,https://t.me/xatoliklar/1282,"[10344, 2904]"
Қай бири тўғри?,Кимдур | Kimdur,Кимдир | Kimdir,,,https://t.me/xatoliklar/1285,"[3281, 11298]"
Қай бири тўғри?,Туш табири | Tush tabiri,Туш таъбири | Tush ta’biri,,,https://t.me/xatoliklar/1289,"[2975, 11026]"
Қай бири тўғри?,Дин рукнлари | Din ruknlari,Дин рукунлари | Din rukunlari,,,https://t.me/xatoliklar/1290,"[9915, 3680]"
Қай бири тўғри?,Фожеа | Fojea,Фожиа | Fojia,Фожия | Fojiya,,https://t.me/xatoliklar/1291,"[8986, 8319, 3265]"
Қай бири тўғри?,Какос | Kakos,Кокос | Kokos,,,https://t.me/xatoliklar/1294,"[7499, 6137]"
Қай бири тўғри?,Мурч | Murch,Муруч | Muruch,,,https://t.me/xatoliklar/1298,"[11030, 2716]"
Қай бири тўғри?,Фаравон | Faravon,Фаровон | Farovon,,,https://t.me/xatoliklar/1300,"[2405, 11478]"
Қай бири тўғри?,Нақт пул | Naqt pul,Нақд пул | Naqd pul,Нахт пул | Naxt pul,,https://t.me/xatoliklar/1302,"[1876, 11413, 845]"
Қай бири тўғри?,Пулли хизмат | Pulli xizmat,Пуллик хизмат | Pullik xizmat,,,https://t.me/xatoliklar/1303,"[3497, 11280]"
Қай бири тўғри?,Мемор | Memor,Меъмор | Me’mor,,,https://t.me/xatoliklar/1306,"[1145, 11065]"
Қай бири тўғри?,Хасад | Xasad,Ҳасад | Hasad,,,https://t.me/xatoliklar/1309,"[4669, 8800]"
Қай бири тўғри?,Камомат | Kamomat,Камомад | Kamomad,,,https://t.me/xatoliklar/1311,"[4419, 8922]"
Қай бири тўғри?,Дерматин | Dermatin,Дермантин | Dermantin,,,https://t.me/xatoliklar/1313,"[3468, 9157]"
Қай бири тўғри?,Худо | Xudo,Ҳудо | Hudo,,,https://t.me/xatoliklar/1316,"[10051, 3276]"
Қай бири тўғри?,Поғона | Pog‘ona,Пағона | Pag‘ona,,,https://t.me/xatoliklar/1320,"[11016, 2490]"
Қай бири тўғри?,Тегажонлик | Tegajonlik,Тегажоғлик | Tegajog‘lik,,,https://t.me/xatoliklar/1321,"[4790, 7789]"
Қай бири тўғри?,Унумли | Unumli,Унимли | Unimli,,,https://t.me/xatoliklar/1324,"[11827, 1375]"
Қай бири тўғри?,Онд ичмоқ | Ond ichmoq,Онт ичмоқ | Ont ichmoq,,,https://t.me/xatoliklar/1329,"[3081, 9433]"
Қай бири тўғри?,Билакузук | Bilakuzuk,Билагузук | Bilaguzuk,,,https://t.me/xatoliklar/1333,"[6139, 7032]"
Коржома — бу ...,Саватча,Иш кийими,Корхона,,https://t.me/xatoliklar/1335,"[3590, 8122, 1261]"
#Исмлар_имлоси. Қай бири тўғри?,Жавоҳир | Javohir,Жовоҳир | Jovohir,,,https://t.me/xatoliklar/1338,"[11580, 897]"
Қай бири тўғри?,Жўрттага | Jo‘rttaga,Жўртага | Jo‘rtaga,,,https://t.me/xatoliklar/1341,"[5994, 7111]"
Қай бири тўғри?,Тановар | Tanovar,Тановор | Tanovor,,,https://t.me/xatoliklar/1342,"[5674, 7340]"
Қай бири тўғри?,Нақарот | Naqarot,Нақорат | Naqorat,,,https://t.me/xatoliklar/1345,"[3381, 10701]"
Қай бири тўғри?,Маҳсулот | Mahsulot,Махсулот | Maxsulot,,,https://t.me/xatoliklar/1346,"[9969, 3062]"
Қай бири тўғри?,Истамбул | Istambul,Истанбул | Istanbul,,,https://t.me/xatoliklar/1352,"[4923, 8385]"
Қай бири тўғри?,Ҳаст имом мажмуаси,Ҳастимом мажмуаси,,,https://t.me/xatoliklar/1355,"[4622, 6356]"
Қай бири тўғри?,Қоровул | Qorovul,Қоравул | Qoravul,,,https://t.me/xatoliklar/1357,"[9987, 2262]"
Қай бири тўғри?,Филиал | Filial,Филлиал | Fillial,,,https://t.me/xatoliklar/1358,"[10119, 1419]"
Қай бири тўғри?,Амур Темур | Amur Temur,Амир Темур | Amir Temur,,,https://t.me/xatoliklar/1362,"[991, 11561]"
Қай бири тўғри?,Талқон | Talqon,Толқон | Tolqon,,,https://t.me/xatoliklar/1366,"[10260, 2920]"
Қай бири тўғри?,Сўзамоллик | So‘zamollik,Сўзамонлик | So‘zamonlik,,,https://t.me/xatoliklar/1368,"[5098, 7384]"
Қай бири тўғри?,Мусибат | Musibat,Мусийбат | Musiybat,,,https://t.me/xatoliklar/1371,"[11409, 1685]"
Қай бири тўғри?,Муштим | Mushtim,Муштум | Mushtum,Иккови ҳам тўғри,,https://t.me/xatoliklar/1374,"[1102, 7503, 4116]"
Қай бири тўғри?,Овунмоқ | Ovunmoq,Овинмоқ | Ovinmoq,,,https://t.me/xatoliklar/1376,"[9877, 1913]"
Қай бири тўғри?,Буюрмоқ | Buyurmoq,Буйирмоқ | Buyirmoq,,,https://t.me/xatoliklar/138,"[3979, 438]"
Қай бири тўғри?,Нўхат | No‘xat,Нохот | Noxot,,,https://t.me/xatoliklar/1381,"[10304, 2031]"
Қай бири тўғри,Аппарат | Apparat,Апарат | Aparat,,,https://t.me/xatoliklar/1383,"[8409, 4559]"
Қай бири тўғри?,Муваффақият | Muvaffaqiyat,Мувафаққият | Muvafaqqiyat,,,https://t.me/xatoliklar/1387,"[9292, 2488]"
Қай бири тўғри?,Тутруқсиз | Tutruqsiz,Тутуруқсиз | Tuturuqsiz,Тутуриқсиз | Tuturiqsiz,,https://t.me/xatoliklar/1390,"[4835, 4587, 3817]"
Қай бири тўғри?,Таъмирламоқ | Ta’mirlamoq,Тамирламоқ | Tamirlamoq,,,https://t.me/xatoliklar/1392,"[9815, 2620]"
Қай бири тўғри?,Уринмоқ | Urinmoq,Урунмоқ | Urunmoq,,,https://t.me/xatoliklar/1395,"[8876, 3559]"
Қай бири тўғри?,Устоз | Ustoz,Устод | Ustod,Иккови ҳам тўғри,,https://t.me/xatoliklar/1398,"[5689, 221, 7230]"
Қай бири тўғри?,Момоқалдироқ | Momoqaldiroq,Момақалдироқ | Momaqaldiroq,,,https://t.me/xatoliklar/1402,"[4530, 7585]"
Қай бири тўғри?,Мувофиқ | Muvofiq,Муофиқ | Muofiq,,,https://t.me/xatoliklar/1404,"[18223, 2520]"
Қай бири тўғри?,Ёҳуд | Yohud,Ёхуд | Yoxud,,,https://t.me/xatoliklar/1406,"[6485, 5311]"
#Исмлар_имлоси. Қай бири тўғри?,Бурхон | Burxon,Бурҳон | Burhon,,,https://t.me/xatoliklar/1409,"[7541, 5458]"
Қай бири тўғри?,Ҳатти-харакат,Хатти-ҳаракат,Хатти-харакат,Ҳатти-ҳаракат,https://t.me/xatoliklar/141,"[960, 2163, 585, 1309]"
Энди-чи? Қай бири тўғри?,Бурҳониддин Марғилоний,Бурҳониддин Марғиноний,,,https://t.me/xatoliklar/1410,"[7317, 5309]"
Қай бири тўғри?,Журат | Jurat,Журъат | Jur’at,,,https://t.me/xatoliklar/1412,"[745, 12144]"
Қай бири тўғри?,Ишлатилган | Ishlatilgan,Ишлатилинган | Ishlatilingan,Иккови ҳам тўғри,,https://t.me/xatoliklar/1413,"[4479, 456, 6309]"
Қай бири тўғри?,Савдогар | Savdogar,Совдагар | Sovdagar,Иккови ҳам тўғри,,https://t.me/xatoliklar/1417,"[10146, 305, 1438]"
Қай бири тўғри?,Нораста | Norasta,Норасида | Norasida,Иккови ҳам тўғри,,https://t.me/xatoliklar/1420,"[470, 7305, 4514]"
Қай бири тўғри?,Юристконсульт | Yuristkonsult,Юрисконсульт | Yuriskonsult,,,https://t.me/xatoliklar/1423,"[8083, 3727]"
Қай бири тўғри?,Гўмичча,Говмижжа,,,https://t.me/xatoliklar/1425,"[2820, 7344]"
Қай бири тўғри?,Остин-устин | Ostin-ustin,Остин-устун | Ostin-ustun,,,https://t.me/xatoliklar/1432,"[3244, 9292]"
Шабпарак — бу...,Паррак,Кўршапалак,Шакар,,https://t.me/xatoliklar/1436,"[3201, 8072, 1216]"
Қай бири тўғри?,Атиги | Atigi,Атига | Atiga,,,https://t.me/xatoliklar/1437,"[15294, 9091]"
Қай бири тўғри?,Совқотмоқ | Sovqotmoq,Совуқ қотмоқ | Sovuq qotmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/1439,"[2470, 3879, 5794]"
Қай бири тўғри?,Космос | Kosmos,Космис | Kosmis,,,https://t.me/xatoliklar/1442,"[12555, 576]"
Қай бири тўғри?,Тушунтирилиб борилади,Тушунтириб борилади,,,https://t.me/xatoliklar/1446,"[2498, 9830]"
Қай бири тўғри?,Совин | Sovin,Совун | Sovun,,,https://t.me/xatoliklar/1448,"[595, 11825]"
Қай бири тўғри?,Имом Мотурудий,Имом Мотуридий,,,https://t.me/xatoliklar/1450,"[7880, 4413]"
Қай бири тўғри?,Ростламоқ | Rostlamoq,Росламоқ | Roslamoq,,,https://t.me/xatoliklar/1452,"[8782, 3314]"
Қай бири тўғри?,Унинг бўйни,Унинг бўйини,,,https://t.me/xatoliklar/1456,"[9441, 2698]"
"Тошпўлат Грин-карта ютиб, Америкага кетди. Энди ўзбекистонликлар учун у ...",Иммигрант | immigrant,Эмигрант | emigrant,,,https://t.me/xatoliklar/1458,"[7499, 4415]"
Қай бири тўғри?,Орзуи | Orzui,Орзуйи | Orzuyi,Орзуси | Orzusi,,https://t.me/xatoliklar/1463,"[970, 1170, 10857]"
Қай бири тўғри?,Кетти | Ketti,Кетди | Ketdi,,,https://t.me/xatoliklar/1466,"[1164, 11119]"
Қай бири тўғри?,Оғирбосиқ | Og‘irbosiq,Оғир босиқ | Og‘ir bosiq,Оғир-босиқ | Og‘ir-bosiq,,https://t.me/xatoliklar/1467,"[1809, 4000, 6238]"
Қай бири тўғри?,Бухгалтер | Buxgalter,Буҳгалтер | Buhgalter,,,https://t.me/xatoliklar/1470,"[10282, 1415]"
Қай бири тўғри?,Konstitusiya,Konstitutsiya,,,https://t.me/xatoliklar/1472,"[1276, 13531]"
Қай бири тўғри?,Умбалоқ ошмоқ,Думбалоқ ошмоқ,Иккови ҳам тўғри,,https://t.me/xatoliklar/1475,"[3658, 1008, 6242]"
Қай бири тўғри?,Офлайн | Oflayn,Оффлайн | Offlayn,,,https://t.me/xatoliklar/1478,"[6607, 5047]"
Қай бири тўғри?,Маъсулият | Ma’suliyat,Масъулият | Mas’uliyat,,,https://t.me/xatoliklar/1481,"[5286, 6914]"
Қай бири тўғри?,Мутолаа | Mutolaa,Мутоала | Mutoala,,,https://t.me/xatoliklar/1483,"[7813, 3367]"
Қай бири тўғри?,Ютунмоқ | Yutunmoq,Ютинмоқ | Yutinmoq,,,https://t.me/xatoliklar/1485,"[4903, 6873]"
Қай бири тўғри?,Бағдод тумани,Боғдод тумани,,,https://t.me/xatoliklar/1488,"[3993, 7667]"
Қай бири тўғри?,Путур етмоқ,Футур етмоқ,Иккови ҳам тўғри,,https://t.me/xatoliklar/1490,"[7766, 474, 3301]"
Қай бири тўғри?,Ҳовлиқмоқ | Hovliqmoq,Ҳовриқмоқ | Hovriqmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/1492,"[7396, 304, 4001]"
"Қисм, бўлак, ҳисса маъносидаги сўз қандай ёзилади?",Улиш | Ulish,Улуш | Ulush,,,https://t.me/xatoliklar/1496,"[1278, 9544]"
Қай бири тўғри?,Туника | Tunika,Тунука | Tunuka,,,https://t.me/xatoliklar/1499,"[4843, 6989]"
#Исмлар_имлоси. Қай бири тўғри?,Ҳасан | Hasan,Хасан | Xasan,,,https://t.me/xatoliklar/1501,"[8352, 3664]"
Қай бири тўғри?,Касалликни олдини олиш,Касалликнинг олдини олиш,,,https://t.me/xatoliklar/1503,"[5286, 5367]"
Қай бири тўғри?,Гургут | Gurgut,Гугурт | Gugurt,,,https://t.me/xatoliklar/1505,"[997, 10860]"
Қай бири тўғри?,Ҳечқиси йўқ | Hechqisi yo‘q,Ҳеч қиси йўқ | Hech qisi yo‘q,,,https://t.me/xatoliklar/1508,"[9258, 2095]"
Қай бири тўғри? (Кирилл алифбосида),Борщ,Борш,Боршч,Боршь,https://t.me/xatoliklar/151,"[2072, 1140, 832, 755]"
Қай бири тўғри?,Чиройли | Chiroyli,Чуройли | Churoyli,Иккови ҳам тўғри,,https://t.me/xatoliklar/1511,"[10769, 145, 1102]"
Қай бири тўғри?,Рўбарў | Ro‘baro‘,Рўпара | Ro‘para,Иккови ҳам тўғри,,https://t.me/xatoliklar/1514,"[2309, 1742, 8126]"
Қай бири тўғри?,Жунбуш | Junbush,Жунбиш | Junbish,,,https://t.me/xatoliklar/1516,"[10104, 1988]"
Қай бири тўғри?,Кавуш | Kavush,Кавш | Kavsh,Иккисси икки хил маънодаги сўз,,https://t.me/xatoliklar/1518,"[3649, 830, 5346]"
Қай бири тўғри?,Шоҳбекат | Shohbekat,Шохбекат | Shoxbekat,,,https://t.me/xatoliklar/1523,"[5600, 6127]"
Қай бири тўғри?,Оилангиз | Oilangiz,Оиланггиз | Oilanggiz,,,https://t.me/xatoliklar/1524,"[10812, 1122]"
Қай бири тўғри?,Увишмоқ | Uvishmoq,Увушмоқ | Uvushmoq,,,https://t.me/xatoliklar/1525,"[6017, 4407]"
Қай бири тўғри?,Дом-дараксиз | Dom-daraksiz,Дон-дараксиз | Don-daraksiz,,,https://t.me/xatoliklar/1527,"[8117, 3236]"
Қай бири тўғри?,"Оғзидан бода кириб, шода чиқади","Оғзидан боди кириб, шоди чиқади",,,https://t.me/xatoliklar/1530,"[2708, 8843]"
Қай бири тўғри?,Шошқалоқ | Shoshqaloq,Шошқолоқ | Shoshqoloq,,,https://t.me/xatoliklar/1534,"[9009, 2941]"
«Тушган пул» маъносидаги сўз қандай ёзилади?,Тушим | Tushim,Тушум | Tushum,,,https://t.me/xatoliklar/1535,"[2591, 8669]"
Қай бири тўғри?,Кўзбойлағич | Ko‘zboylag‘ich,Кўзбойлоғич | Ko‘zboylog‘ich,,,https://t.me/xatoliklar/1538,"[5426, 5338]"
Қай бири тўғри?,Ички аъзолар | Ichki a’zolar,Ичги аъзолар | Ichgi a’zolar,,,https://t.me/xatoliklar/1539,"[9246, 475]"
Қай бири тўғри?,Оломон | Olomon,Оламон | Olamon,,,https://t.me/xatoliklar/1542,"[7079, 3267]"
